ì˙éû,äOãCâ∑,ç~êÖó ,ì˙è∆éûä‘,ïóë¨,ì˙éÀó ,ëäëŒéºìx,ãCà≥,åé,ì˙,éûä‘,èjì˙,ójì˙_ìyójì˙,ójì˙_ì˙ójì˙,ójì˙_åéójì˙,ójì˙_ñÿójì˙,ójì˙_êÖójì˙,ójì˙_âŒójì˙,ójì˙_ã‡ójì˙
2018/5/19 3:00,20.4,0,0,3.8,0,92,22.1,5,19,3,0,1,0,0,0,0,0,0
2018/5/19 4:00,18,0,0,6,0,86,17.8,5,19,4,0,1,0,0,0,0,0,0
2018/5/19 5:00,17.3,0,0,6,0,81,16,5,19,5,0,1,0,0,0,0,0,0
2018/5/19 6:00,17,0,0,3.5,0.01,81,15.7,5,19,6,0,1,0,0,0,0,0,0
2018/5/19 7:00,17.4,0,0.1,4.4,0.3,72,14.3,5,19,7,0,1,0,0,0,0,0,0
2018/5/19 8:00,17.5,0,0.2,4.4,1.01,66,13.2,5,19,8,0,1,0,0,0,0,0,0
2018/5/19 9:00,17.6,0,0,3.6,1.03,70,14.1,5,19,9,0,1,0,0,0,0,0,0
2018/5/19 10:00,18,0,0.1,2.8,1.41,62,12.8,5,19,10,0,1,0,0,0,0,0,0
2018/5/19 11:00,17.8,0,0,4.4,1.21,63,12.8,5,19,11,0,1,0,0,0,0,0,0
2018/5/19 12:00,18.5,0,0.3,4.9,2.21,56,11.9,5,19,12,0,1,0,0,0,0,0,0
2018/5/19 13:00,19.4,0,1,3.6,3.93,52,11.7,5,19,13,0,1,0,0,0,0,0,0
2018/5/19 14:00,18.7,0,1,4.9,3.64,50,10.8,5,19,14,0,1,0,0,0,0,0,0
2018/5/19 15:00,17.7,0,0.6,4.8,2.35,55,11.1,5,19,15,0,1,0,0,0,0,0,0
2018/5/19 16:00,17.3,0,0.6,4,1.83,54,10.7,5,19,16,0,1,0,0,0,0,0,0
2018/5/19 17:00,16.3,0,0.5,5.6,1.37,54,10,5,19,17,0,1,0,0,0,0,0,0
2018/5/19 18:00,15.7,0,0,3.5,0.33,59,10.5,5,19,18,0,1,0,0,0,0,0,0
2018/5/19 19:00,14.8,0,0,5.1,0.06,59,9.9,5,19,19,0,1,0,0,0,0,0,0
2018/5/19 20:00,14.7,0,0,2.6,0,62,10.4,5,19,20,0,1,0,0,0,0,0,0
2018/5/19 21:00,14.4,0,0,3.6,0,63,10.3,5,19,21,0,1,0,0,0,0,0,0
2018/5/19 22:00,14.2,0,0,5,0,63,10.2,5,19,22,0,1,0,0,0,0,0,0
2018/5/19 23:00,14.5,0,0,3.2,0,59,9.7,5,19,23,0,1,0,0,0,0,0,0
2018/5/20 0:00,14.3,0,0,2.3,0,61,9.9,5,20,0,0,0,1,0,0,0,0,0
2018/5/20 1:00,13.9,0,0,2.8,0,60,9.5,5,20,1,0,0,1,0,0,0,0,0
2018/5/20 2:00,13.7,0,0,1.4,0,60,9.4,5,20,2,0,0,1,0,0,0,0,0
2018/5/20 3:00,13.8,0,0,3,0,61,9.6,5,20,3,0,0,1,0,0,0,0,0
2018/5/20 4:00,13.8,0,0,2.6,0,62,9.8,5,20,4,0,0,1,0,0,0,0,0
2018/5/20 5:00,14,0,0,2.6,0,60,9.6,5,20,5,0,0,1,0,0,0,0,0
2018/5/20 6:00,14.2,0,0,2.7,0.1,61,9.9,5,20,6,0,0,1,0,0,0,0,0
2018/5/20 7:00,14.5,0,0.2,4.1,0.54,59,9.7,5,20,7,0,0,1,0,0,0,0,0
2018/5/20 8:00,15.8,0,0.3,4.7,1.18,58,10.4,5,20,8,0,0,1,0,0,0,0,0
2018/5/20 9:00,16.3,0,0.1,3.2,1.26,60,11.1,5,20,9,0,0,1,0,0,0,0,0
2018/5/20 10:00,17.8,0,0.6,3.4,2.49,53,10.8,5,20,10,0,0,1,0,0,0,0,0
2018/5/20 11:00,18.8,0,0.9,2.3,3.38,51,11.1,5,20,11,0,0,1,0,0,0,0,0
2018/5/20 12:00,20.6,0,1,2.6,3.75,49,11.9,5,20,12,0,0,1,0,0,0,0,0
2018/5/20 13:00,21.5,0,1,3.1,3.51,44,11.3,5,20,13,0,0,1,0,0,0,0,0
2018/5/20 14:00,22,0,1,3.3,3.09,42,11.1,5,20,14,0,0,1,0,0,0,0,0
2018/5/20 15:00,22.8,0,1,4.8,2.46,38,10.5,5,20,15,0,0,1,0,0,0,0,0
2018/5/20 16:00,22.5,0,1,3.3,2.29,39,10.6,5,20,16,0,0,1,0,0,0,0,0
2018/5/20 17:00,22,0,0.7,3.9,1.15,45,11.9,5,20,17,0,0,1,0,0,0,0,0
2018/5/20 18:00,21.3,0,0.7,4.8,0.76,50,12.7,5,20,18,0,0,1,0,0,0,0,0
2018/5/20 19:00,20.8,0,0,3.6,0.13,52,12.8,5,20,19,0,0,1,0,0,0,0,0
2018/5/20 20:00,19.9,0,0,2.6,0,57,13.2,5,20,20,0,0,1,0,0,0,0,0
2018/5/20 21:00,19.4,0,0,2.6,0,58,13.1,5,20,21,0,0,1,0,0,0,0,0
2018/5/20 22:00,18.2,0,0,3.4,0,63,13.2,5,20,22,0,0,1,0,0,0,0,0
2018/5/20 23:00,17.9,0,0,2.7,0,64,13.1,5,20,23,0,0,1,0,0,0,0,0
2018/5/21 0:00,17.4,0,0,0.9,0,67,13.3,5,21,0,1,0,0,1,0,0,0,0
2018/5/21 1:00,17.6,0,0,0.9,0,68,13.7,5,21,1,1,0,0,1,0,0,0,0
2018/5/21 2:00,16.8,0,0,1.9,0,70,13.4,5,21,2,1,0,0,1,0,0,0,0
2018/5/21 3:00,16.7,0,0,1.9,0,69,13.1,5,21,3,1,0,0,1,0,0,0,0
2018/5/21 4:00,16.7,0,0,3.2,0,67,12.7,5,21,4,1,0,0,1,0,0,0,0
2018/5/21 5:00,16.3,0,0,2.5,0,70,13,5,21,5,1,0,0,1,0,0,0,0
2018/5/21 6:00,16.5,0,0,3.2,0.13,69,13,5,21,6,1,0,0,1,0,0,0,0
2018/5/21 7:00,17.5,0,0.4,4.3,0.57,68,13.6,5,21,7,1,0,0,1,0,0,0,0
2018/5/21 8:00,19,0,1,3.5,1.53,63,13.8,5,21,8,1,0,0,1,0,0,0,0
2018/5/21 9:00,21.3,0,1,3.5,2.42,51,12.9,5,21,9,1,0,0,1,0,0,0,0
2018/5/21 10:00,23.1,0,1,3.7,3.01,43,12.2,5,21,10,1,0,0,1,0,0,0,0
2018/5/21 11:00,25.1,0,1,3.9,3.56,41,13.1,5,21,11,1,0,0,1,0,0,0,0
2018/5/21 12:00,25.4,0,1,4.2,2.93,36,11.7,5,21,12,1,0,0,1,0,0,0,0
2018/5/21 13:00,27.7,0,1,3.6,3.62,24,8.9,5,21,13,1,0,0,1,0,0,0,0
2018/5/21 14:00,28,0,1,3.7,3.3,23,8.7,5,21,14,1,0,0,1,0,0,0,0
2018/5/21 15:00,28.2,0,1,4,2.87,19,7.3,5,21,15,1,0,0,1,0,0,0,0
2018/5/21 16:00,24.7,0,1,3.6,2.24,36,11.2,5,21,16,1,0,0,1,0,0,0,0
2018/5/21 17:00,22.7,0,1,4,1.53,36,9.9,5,21,17,1,0,0,1,0,0,0,0
2018/5/21 18:00,21.1,0,1,4.6,0.8,45,11.3,5,21,18,1,0,0,1,0,0,0,0
2018/5/21 19:00,20.8,0,0.7,2.9,0.18,50,12.3,5,21,19,1,0,0,1,0,0,0,0
2018/5/21 20:00,20.1,0,0,1.7,0,53,12.5,5,21,20,1,0,0,1,0,0,0,0
2018/5/21 21:00,20.2,0,0,1.1,0,52,12.3,5,21,21,1,0,0,1,0,0,0,0
2018/5/21 22:00,19.7,0,0,0.9,0,51,11.7,5,21,22,1,0,0,1,0,0,0,0
2018/5/21 23:00,18.8,0,0,1.3,0,57,12.4,5,21,23,1,0,0,1,0,0,0,0
2018/5/22 0:00,18.2,0,0,0.8,0,61,12.8,5,22,0,1,0,0,0,0,0,1,0
2018/5/22 1:00,17.3,0,0,1.3,0,61,12,5,22,1,1,0,0,0,0,0,1,0
2018/5/22 2:00,17,0,0,1.2,0,48,9.3,5,22,2,1,0,0,0,0,0,1,0
2018/5/22 3:00,16.6,0,0,1.2,0,50,9.4,5,22,3,1,0,0,0,0,0,1,0
2018/5/22 4:00,16.3,0,0,1.9,0,49,9.1,5,22,4,1,0,0,0,0,0,1,0
2018/5/22 5:00,16,0,0,1.1,0,55,10,5,22,5,1,0,0,0,0,0,1,0
2018/5/22 6:00,16.7,0,0.9,1.5,0.26,56,10.6,5,22,6,1,0,0,0,0,0,1,0
2018/5/22 7:00,18.3,0,1,2.7,0.93,56,11.8,5,22,7,1,0,0,0,0,0,1,0
2018/5/22 8:00,20.2,0,1,3.4,1.71,56,13.3,5,22,8,1,0,0,0,0,0,1,0
2018/5/22 9:00,21.8,0,1,3.6,2.43,48,12.5,5,22,9,1,0,0,0,0,0,1,0
2018/5/22 10:00,24.4,0,1,3.5,2.98,42,12.8,5,22,10,1,0,0,0,0,0,1,0
2018/5/22 11:00,25.2,0,1,1.8,3.38,44,14.1,5,22,11,1,0,0,0,0,0,1,0
2018/5/22 12:00,25.6,0,1,2.8,3.42,38,12.5,5,22,12,1,0,0,0,0,0,1,0
2018/5/22 13:00,28.4,0,1,3.9,3.55,25,9.7,5,22,13,1,0,0,0,0,0,1,0
2018/5/22 14:00,28.6,0,1,6.1,3.33,20,7.8,5,22,14,1,0,0,0,0,0,1,0
2018/5/22 15:00,27.8,0,1,5,2.82,24,9,5,22,15,1,0,0,0,0,0,1,0
2018/5/22 16:00,25.4,0,1,2.9,1.96,27,8.8,5,22,16,1,0,0,0,0,0,1,0
2018/5/22 17:00,24.3,0,0.8,2,1.23,33,10,5,22,17,1,0,0,0,0,0,1,0
2018/5/22 18:00,22.8,0,1,2.4,0.82,45,12.5,5,22,18,1,0,0,0,0,0,1,0
2018/5/22 19:00,21.3,0,0.4,3,0.14,59,14.9,5,22,19,1,0,0,0,0,0,1,0
2018/5/22 20:00,20.5,0,0,2,0,63,15.2,5,22,20,1,0,0,0,0,0,1,0
2018/5/22 21:00,20.4,0,0,1.6,0,65,15.6,5,22,21,1,0,0,0,0,0,1,0
2018/5/22 22:00,20.1,0,0,2,0,45,10.6,5,22,22,1,0,0,0,0,0,1,0
2018/5/22 23:00,19.7,0,0,2.6,0,47,10.8,5,22,23,1,0,0,0,0,0,1,0
2018/5/23 0:00,19.2,0,0,2.6,0,53,11.8,5,23,0,1,0,0,0,0,1,0,0
2018/5/23 1:00,18.9,0,0,1.5,0,58,12.7,5,23,1,1,0,0,0,0,1,0,0
2018/5/23 2:00,18.8,0,0,1.7,0,61,13.2,5,23,2,1,0,0,0,0,1,0,0
2018/5/23 3:00,19,0,0,1,0,58,12.7,5,23,3,1,0,0,0,0,1,0,0
2018/5/23 4:00,18.5,0,0,1.4,0,65,13.8,5,23,4,1,0,0,0,0,1,0,0
2018/5/23 5:00,18.9,0,0,2,0,64,14,5,23,5,1,0,0,0,0,1,0,0
2018/5/23 6:00,19.3,0,0,1.7,0.06,66,14.8,5,23,6,1,0,0,0,0,1,0,0
2018/5/23 7:00,19.9,0,0,2.8,0.14,66,15.3,5,23,7,1,0,0,0,0,1,0,0
2018/5/23 8:00,19.7,0,0,2,0.34,71,16.3,5,23,8,1,0,0,0,0,1,0,0
2018/5/23 9:00,19.4,0,0,2.6,0.49,79,17.8,5,23,9,1,0,0,0,0,1,0,0
2018/5/23 10:00,18.5,1.5,0,2.8,0.48,87,18.5,5,23,10,1,0,0,0,0,1,0,0
2018/5/23 11:00,18.6,1.5,0,2.7,0.8,93,19.9,5,23,11,1,0,0,0,0,1,0,0
2018/5/23 12:00,19.2,2,0,3.8,0.97,93,20.7,5,23,12,1,0,0,0,0,1,0,0
2018/5/23 13:00,20.1,0,0,2.5,1.31,85,20,5,23,13,1,0,0,0,0,1,0,0
2018/5/23 14:00,20.6,0,0,2.4,1.05,83,20.1,5,23,14,1,0,0,0,0,1,0,0
2018/5/23 15:00,19.9,0.5,0,3.3,0.57,88,20.5,5,23,15,1,0,0,0,0,1,0,0
2018/5/23 16:00,19.8,0,0,4.1,0.84,87,20.1,5,23,16,1,0,0,0,0,1,0,0
2018/5/23 17:00,18.9,0.5,0,3.3,0.5,92,20.1,5,23,17,1,0,0,0,0,1,0,0
2018/5/23 18:00,18.9,0,0,3.2,0.21,91,19.9,5,23,18,1,0,0,0,0,1,0,0
2018/5/23 19:00,18.6,0,0,3.2,0.02,93,19.9,5,23,19,1,0,0,0,0,1,0,0
2018/5/23 20:00,18.4,0,0,2.3,0,94,19.9,5,23,20,1,0,0,0,0,1,0,0
2018/5/23 21:00,18.3,0.5,0,1.2,0,97,20.4,5,23,21,1,0,0,0,0,1,0,0
2018/5/23 22:00,18.3,0.5,0,2.1,0,97,20.4,5,23,22,1,0,0,0,0,1,0,0
2018/5/23 23:00,18,2,0,2.2,0,98,20.2,5,23,23,1,0,0,0,0,1,0,0
2018/5/24 0:00,18,2,0,0.7,0,99,20.4,5,24,0,1,0,0,0,1,0,0,0
2018/5/24 1:00,17.9,1,0,1,0,99,20.3,5,24,1,1,0,0,0,1,0,0,0
2018/5/24 2:00,17.9,0.5,0,0.1,0,99,20.3,5,24,2,1,0,0,0,1,0,0,0
2018/5/24 3:00,18.1,0,0,0.1,0,99,20.6,5,24,3,1,0,0,0,1,0,0,0
2018/5/24 4:00,18.3,0,0,0.7,0,98,20.6,5,24,4,1,0,0,0,1,0,0,0
2018/5/24 5:00,18.5,0,0,2.2,0,84,17.9,5,24,5,1,0,0,0,1,0,0,0
2018/5/24 6:00,18,0,0.5,2.9,0.25,77,15.9,5,24,6,1,0,0,0,1,0,0,0
2018/5/24 7:00,18.3,0,1,2.9,1,71,14.9,5,24,7,1,0,0,0,1,0,0,0
2018/5/24 8:00,19.9,0,1,2.1,1.76,63,14.6,5,24,8,1,0,0,0,1,0,0,0
2018/5/24 9:00,20.7,0,1,2,2.45,57,13.9,5,24,9,1,0,0,0,1,0,0,0
2018/5/24 10:00,21.7,0,1,1.6,3.03,44,11.4,5,24,10,1,0,0,0,1,0,0,0
2018/5/24 11:00,23.1,0,1,1.6,3.43,42,11.9,5,24,11,1,0,0,0,1,0,0,0
2018/5/24 12:00,24.6,0,1,2.5,3.59,41,12.7,5,24,12,1,0,0,0,1,0,0,0
2018/5/24 13:00,24.4,0,1,3.4,3.57,45,13.8,5,24,13,1,0,0,0,1,0,0,0
2018/5/24 14:00,24.8,0,1,3.2,3.32,49,15.3,5,24,14,1,0,0,0,1,0,0,0
2018/5/24 15:00,24.4,0,1,3.4,2.88,41,12.5,5,24,15,1,0,0,0,1,0,0,0
2018/5/24 16:00,24.6,0,1,2.8,2.28,42,13,5,24,16,1,0,0,0,1,0,0,0
2018/5/24 17:00,24.7,0,1,3.3,1.56,41,12.8,5,24,17,1,0,0,0,1,0,0,0
2018/5/24 18:00,24.2,0,1,2.1,0.81,42,12.7,5,24,18,1,0,0,0,1,0,0,0
2018/5/24 19:00,23.6,0,0.6,1.9,0.18,42,12.2,5,24,19,1,0,0,0,1,0,0,0
2018/5/24 20:00,23.1,0,0,1.2,0,43,12.2,5,24,20,1,0,0,0,1,0,0,0
2018/5/24 21:00,23.1,0,0,1.6,0,43,12.2,5,24,21,1,0,0,0,1,0,0,0
2018/5/24 22:00,22,0,0,1.5,0,49,13,5,24,22,1,0,0,0,1,0,0,0
2018/5/24 23:00,20.9,0,0,0.8,0,57,14.1,5,24,23,1,0,0,0,1,0,0,0
2018/5/25 0:00,20.5,0,0,0.2,0,57,13.7,5,25,0,1,0,0,0,0,0,0,1
2018/5/25 1:00,19.5,0,0,2.1,0,56,12.7,5,25,1,1,0,0,0,0,0,0,1
2018/5/25 2:00,18.8,0,0,1.1,0,59,12.8,5,25,2,1,0,0,0,0,0,0,1
2018/5/25 3:00,18.4,0,0,1.1,0,63,13.3,5,25,3,1,0,0,0,0,0,0,1
2018/5/25 4:00,18,0,0,1.2,0,64,13.2,5,25,4,1,0,0,0,0,0,0,1
2018/5/25 5:00,17.4,0,0,1.7,0,68,13.5,5,25,5,1,0,0,0,0,0,0,1
2018/5/25 6:00,17.9,0,0,2.4,0.17,65,13.3,5,25,6,1,0,0,0,0,0,0,1
2018/5/25 7:00,18.7,0,0.5,1.5,0.69,65,14,5,25,7,1,0,0,0,0,0,0,1
2018/5/25 8:00,21.9,0,1,1.3,1.39,57,15,5,25,8,1,0,0,0,0,0,0,1
2018/5/25 9:00,24,0,0.8,1.3,2.11,45,13.4,5,25,9,1,0,0,0,0,0,0,1
2018/5/25 10:00,25.7,0,1,1.5,2.85,40,13.2,5,25,10,1,0,0,0,0,0,0,1
2018/5/25 11:00,27.8,0,1,1.6,3.39,30,11.2,5,25,11,1,0,0,0,0,0,0,1
2018/5/25 12:00,28.9,0,1,3.4,3.57,25,10,5,25,12,1,0,0,0,0,0,0,1
2018/5/25 13:00,28.6,0,1,3.4,3.58,27,10.6,5,25,13,1,0,0,0,0,0,0,1
2018/5/25 14:00,28.5,0,1,3.6,3.31,30,11.7,5,25,14,1,0,0,0,0,0,0,1
2018/5/25 15:00,29,0,1,3.8,2.87,28,11.2,5,25,15,1,0,0,0,0,0,0,1
2018/5/25 16:00,27.6,0,1,4.2,2.13,29,10.7,5,25,16,1,0,0,0,0,0,0,1
2018/5/25 17:00,27.2,0,0.9,2.8,1.39,33,11.9,5,25,17,1,0,0,0,0,0,0,1
2018/5/25 18:00,25.8,0,0.1,2.1,0.49,40,13.3,5,25,18,1,0,0,0,0,0,0,1
2018/5/25 19:00,24.9,0,0,2.1,0.12,40,12.6,5,25,19,1,0,0,0,0,0,0,1
2018/5/25 20:00,23.8,0,0,2.5,0,44,13,5,25,20,1,0,0,0,0,0,0,1
2018/5/25 21:00,23,0,0,1.4,0,50,14.1,5,25,21,1,0,0,0,0,0,0,1
2018/5/25 22:00,23.2,0,0,0.3,0,47,13.4,5,25,22,1,0,0,0,0,0,0,1
2018/5/25 23:00,23.5,0,0,0.6,0,46,13.3,5,25,23,1,0,0,0,0,0,0,1
2018/5/26 0:00,23.2,0,0,1,0,45,12.8,5,26,0,0,1,0,0,0,0,0,0
2018/5/26 1:00,22.5,0,0,1.2,0,51,13.9,5,26,1,0,1,0,0,0,0,0,0
2018/5/26 2:00,22.3,0,0,0.5,0,52,14,5,26,2,0,1,0,0,0,0,0,0
2018/5/26 3:00,21.7,0,0,0.5,0,54,14,5,26,3,0,1,0,0,0,0,0,0
2018/5/26 4:00,21.7,0,0,1.1,0,53,13.8,5,26,4,0,1,0,0,0,0,0,0
2018/5/26 5:00,21,0,0,1.4,0,54,13.4,5,26,5,0,1,0,0,0,0,0,0
2018/5/26 6:00,21,0,0,1.9,0.05,55,13.7,5,26,6,0,1,0,0,0,0,0,0
2018/5/26 7:00,20.9,0,0,1.4,0.2,55,13.6,5,26,7,0,1,0,0,0,0,0,0
2018/5/26 8:00,21.7,0,0,1.4,0.53,54,14,5,26,8,0,1,0,0,0,0,0,0
2018/5/26 9:00,22.7,0,0,0.9,1.16,50,13.8,5,26,9,0,1,0,0,0,0,0,0
2018/5/26 10:00,23.3,0,0.1,1.1,1.34,47,13.4,5,26,10,0,1,0,0,0,0,0,0
2018/5/26 11:00,24.6,0,0,1,1.41,40,12.4,5,26,11,0,1,0,0,0,0,0,0
2018/5/26 12:00,25.4,0,0,1.1,1.37,45,14.6,5,26,12,0,1,0,0,0,0,0,0
2018/5/26 13:00,25.3,0,0,3.3,1.73,45,14.5,5,26,13,0,1,0,0,0,0,0,0
2018/5/26 14:00,25.7,0,0.3,2.2,1.92,38,12.6,5,26,14,0,1,0,0,0,0,0,0
2018/5/26 15:00,25.7,0,0.3,3.2,1.76,41,13.5,5,26,15,0,1,0,0,0,0,0,0
2018/5/26 16:00,24.5,0,0.4,3.6,1.53,56,17.2,5,26,16,0,1,0,0,0,0,0,0
2018/5/26 17:00,23.8,0,1,3.3,1.48,60,17.7,5,26,17,0,1,0,0,0,0,0,0
2018/5/26 18:00,24.1,0,1,2.4,0.76,61,18.3,5,26,18,0,1,0,0,0,0,0,0
2018/5/26 19:00,23.1,0,0.4,2.9,0.17,62,17.5,5,26,19,0,1,0,0,0,0,0,0
2018/5/26 20:00,22.7,0,0,1.2,0,66,18.2,5,26,20,0,1,0,0,0,0,0,0
2018/5/26 21:00,22.3,0,0,2.2,0,70,18.9,5,26,21,0,1,0,0,0,0,0,0
2018/5/26 22:00,21.8,0,0,1.5,0,64,16.7,5,26,22,0,1,0,0,0,0,0,0
2018/5/26 23:00,21.3,0,0,1.3,0,65,16.5,5,26,23,0,1,0,0,0,0,0,0
2018/5/27 0:00,21,0,0,2,0,63,15.7,5,27,0,0,0,1,0,0,0,0,0
2018/5/27 1:00,20.3,0,0,1.6,0,67,16,5,27,1,0,0,1,0,0,0,0,0
2018/5/27 2:00,20,0,0,0.7,0,70,16.4,5,27,2,0,0,1,0,0,0,0,0
2018/5/27 3:00,19.3,0,0,0.9,0,77,17.2,5,27,3,0,0,1,0,0,0,0,0
2018/5/27 4:00,18.4,0,0,0.6,0,80,16.9,5,27,4,0,0,1,0,0,0,0,0
2018/5/27 5:00,18.1,0,0,1.8,0,79,16.4,5,27,5,0,0,1,0,0,0,0,0
2018/5/27 6:00,18.7,0,0.5,1,0.22,77,16.6,5,27,6,0,0,1,0,0,0,0,0
2018/5/27 7:00,20.5,0,1,1.2,0.84,69,16.6,5,27,7,0,0,1,0,0,0,0,0
2018/5/27 8:00,22.5,0,1,1.3,1.55,63,17.2,5,27,8,0,0,1,0,0,0,0,0
2018/5/27 9:00,23.9,0,1,1.9,2.28,57,16.9,5,27,9,0,0,1,0,0,0,0,0
2018/5/27 10:00,24.3,0,1,2,2.81,55,16.7,5,27,10,0,0,1,0,0,0,0,0
2018/5/27 11:00,26,0,1,2.7,3.02,46,15.5,5,27,11,0,0,1,0,0,0,0,0
2018/5/27 12:00,25.4,0,0.8,2.5,2.67,42,13.6,5,27,12,0,0,1,0,0,0,0,0
2018/5/27 13:00,26.8,0,0.5,2.6,2.03,42,14.8,5,27,13,0,0,1,0,0,0,0,0
2018/5/27 14:00,27.5,0,0.9,3,3.08,34,12.5,5,27,14,0,0,1,0,0,0,0,0
2018/5/27 15:00,26.7,0,0,1.9,1.17,33,11.6,5,27,15,0,0,1,0,0,0,0,0
2018/5/27 16:00,27.7,0,0.7,2.5,1.67,27,10,5,27,16,0,0,1,0,0,0,0,0
2018/5/27 17:00,27.3,0,0.8,1.9,1.16,28,10.2,5,27,17,0,0,1,0,0,0,0,0
2018/5/27 18:00,25.9,0,0.7,2.7,0.66,43,14.4,5,27,18,0,0,1,0,0,0,0,0
2018/5/27 19:00,23.6,0,0.2,2.1,0.14,53,15.4,5,27,19,0,0,1,0,0,0,0,0
2018/5/27 20:00,23.3,0,0,1.8,0,56,16,5,27,20,0,0,1,0,0,0,0,0
2018/5/27 21:00,22.8,0,0,1.1,0,63,17.5,5,27,21,0,0,1,0,0,0,0,0
2018/5/27 22:00,22,0,0,1.7,0,66,17.5,5,27,22,0,0,1,0,0,0,0,0
2018/5/27 23:00,21.4,0,0,2.4,0,70,17.8,5,27,23,0,0,1,0,0,0,0,0
2018/5/28 0:00,21.3,0,0,0.4,0,70,17.7,5,28,0,1,0,0,1,0,0,0,0
2018/5/28 1:00,21.8,0,0,1.8,0,62,16.2,5,28,1,1,0,0,1,0,0,0,0
2018/5/28 2:00,21.8,0,0,1.5,0,63,16.5,5,28,2,1,0,0,1,0,0,0,0
2018/5/28 3:00,21.7,0,0,1.2,0,63,16.4,5,28,3,1,0,0,1,0,0,0,0
2018/5/28 4:00,21.6,0,0,0.7,0,65,16.8,5,28,4,1,0,0,1,0,0,0,0
2018/5/28 5:00,21.1,0,0,1,0,70,17.5,5,28,5,1,0,0,1,0,0,0,0
2018/5/28 6:00,21.3,0,0,0.7,0.08,70,17.7,5,28,6,1,0,0,1,0,0,0,0
2018/5/28 7:00,22.4,0,0,1,0.36,65,17.6,5,28,7,1,0,0,1,0,0,0,0
2018/5/28 8:00,23.5,0,0.3,2.4,1,64,18.5,5,28,8,1,0,0,1,0,0,0,0
2018/5/28 9:00,24.1,0,0,2.6,1.2,59,17.7,5,28,9,1,0,0,1,0,0,0,0
2018/5/28 10:00,25.1,0,0.2,2.6,1.58,52,16.6,5,28,10,1,0,0,1,0,0,0,0
2018/5/28 11:00,25.3,0,0,1.4,1.3,51,16.5,5,28,11,1,0,0,1,0,0,0,0
2018/5/28 12:00,25.7,0,0,2.5,1.32,56,18.5,5,28,12,1,0,0,1,0,0,0,0
2018/5/28 13:00,25.8,0,0.1,2.3,1.89,56,18.6,5,28,13,1,0,0,1,0,0,0,0
2018/5/28 14:00,25.3,0,0.1,2.4,1.78,61,19.7,5,28,14,1,0,0,1,0,0,0,0
2018/5/28 15:00,26.1,0,0.1,1.3,1.5,59,20,5,28,15,1,0,0,1,0,0,0,0
2018/5/28 16:00,24.8,0,0,3.1,0.83,63,19.7,5,28,16,1,0,0,1,0,0,0,0
2018/5/28 17:00,24.3,0,0,1.9,0.36,64,19.4,5,28,17,1,0,0,1,0,0,0,0
2018/5/28 18:00,24.3,0,0,1.9,0.23,64,19.4,5,28,18,1,0,0,1,0,0,0,0
2018/5/28 19:00,23.9,0,0,1.6,0.05,61,18.1,5,28,19,1,0,0,1,0,0,0,0
2018/5/28 20:00,23.5,0,0,1.4,0,63,18.2,5,28,20,1,0,0,1,0,0,0,0
2018/5/28 21:00,22.8,0,0,2.2,0,72,20,5,28,21,1,0,0,1,0,0,0,0
2018/5/28 22:00,22.4,0,0,1.3,0,75,20.3,5,28,22,1,0,0,1,0,0,0,0
2018/5/28 23:00,21.9,0,0,1.5,0,79,20.8,5,28,23,1,0,0,1,0,0,0,0
2018/5/29 0:00,21.3,0,0,0.6,0,82,20.8,5,29,0,1,0,0,0,0,0,1,0
2018/5/29 1:00,22,0,0,0.8,0,78,20.6,5,29,1,1,0,0,0,0,0,1,0
2018/5/29 2:00,21.5,0,0,0.3,0,81,20.8,5,29,2,1,0,0,0,0,0,1,0
2018/5/29 3:00,21.7,0,0,2.3,0,72,18.7,5,29,3,1,0,0,0,0,0,1,0
2018/5/29 4:00,21.1,0,0,1.6,0,72,18,5,29,4,1,0,0,0,0,0,1,0
2018/5/29 5:00,20.9,0,0,2,0,75,18.5,5,29,5,1,0,0,0,0,0,1,0
2018/5/29 6:00,20.9,0,0,1.8,0.12,76,18.8,5,29,6,1,0,0,0,0,0,1,0
2018/5/29 7:00,21.5,0,0,2.8,0.34,74,19,5,29,7,1,0,0,0,0,0,1,0
2018/5/29 8:00,23.1,0,0.4,2.5,0.98,68,19.2,5,29,8,1,0,0,0,0,0,1,0
2018/5/29 9:00,23.6,0,0.4,1.8,1.5,64,18.6,5,29,9,1,0,0,0,0,0,1,0
2018/5/29 10:00,25.3,0,0.2,3,1.65,59,19,5,29,10,1,0,0,0,0,0,1,0
2018/5/29 11:00,25.4,0,0,1.8,1.34,55,17.8,5,29,11,1,0,0,0,0,0,1,0
2018/5/29 12:00,25.1,0,0,3.2,1.27,60,19.1,5,29,12,1,0,0,0,0,0,1,0
2018/5/29 13:00,26.7,0,0.2,1.8,2.34,57,20,5,29,13,1,0,0,0,0,0,1,0
2018/5/29 14:00,26.2,0,0,1.1,1.18,54,18.4,5,29,14,1,0,0,0,0,0,1,0
2018/5/29 15:00,27.1,0,0.4,3.3,1.91,53,19,5,29,15,1,0,0,0,0,0,1,0
2018/5/29 16:00,26.5,0,0,1.5,0.99,55,19,5,29,16,1,0,0,0,0,0,1,0
2018/5/29 17:00,24.8,0,0,2.9,0.47,57,17.8,5,29,17,1,0,0,0,0,0,1,0
